Nom_Gare;Trigramme;Segment(s) DRG;Position géographique;Code commune;Code_UIC;Id_Gare
Limoux Flassian;LMF;C;43.0684511, 2.2182832;11206;87598755;38a10d5d-c786-4eaa-b02e-0b5e758a0e78
Lingolsheim;LGH;C;48.5594092, 7.6781143;67267;87214502;f64f6fee-6cf5-4d02-938d-bcadde69ac82
Lisière Pereire;SGM;B;48.9032098, 2.0733132;78551;87733683;389f0a37-aea5-4791-80c7-0fed91ac0cb3
Lisieux;LIS;A;49.138299, 0.231143;14366;87444265;c359f972-d3ea-4b8f-90b5-a1809932fb7f
Lisle-sur-Tarn;LSU;B;43.85639, 1.80823;81145;87615310;2d31d191-96e9-4cd7-83bb-f3b958966910
Lison;LSN;B;49.226834, -1.050339;14367;87447219;8973ff70-869b-4c85-a6bd-b6c015e43177
Liverdun;LDN;C;48.7493158, 6.0617374;54318;87141069;ad1bec29-99aa-452d-96c5-17c10252f71f
Livron-sur-Drôme;LIV;C;44.7796035, 4.8305412;26165;87761247;2a4e6d09-1f14-4324-8266-20632520d1a9
Livry-sur-Seine;LYQ;B;48.5104579, 2.6788796;77255;87682401;26fb5def-9632-4bb6-91d7-d648a30c7140
Lizy-sur-Ourcq;LZO;B;49.021929, 3.031718;77257;87116632;daab4a17-cde6-4d52-a0b5-f83c32ec12e4
Loches;LOY;B;47.130464, 1.000467;37132;87571471;af05d7b8-f042-4f8e-aac9-888885ca2f9f
Logelbach;LOJ;C;48.087299, 7.3206082;68374;87182345;913707da-c26d-4750-99cb-4aaeb502414c
Loison-sous-Lens;LOO;C;50.4401891, 2.8592403;62523;87345231;08163609-0c41-46fa-a7e9-7b460ec4ed91
Loivre;LXV;C;49.3466786, 3.9906699;51329;87171728;faddb45a-b112-4650-b09f-65b9cbfc7e56
Longages - Noé;LNN;B;43.3563239, 1.2519529;31303;87611053;79b1306a-db75-4449-b996-7aead2c92c62
Longecourt-en-Plaine;LJK;C;47.1937936, 5.1346952;21353;87712620;5ad80370-7fd0-4ed0-a7f5-7458f8f9d05d
Longjumeau;LJU;B;48.7020364, 2.2943957;91345;87393611;8580737e-d170-43d3-8499-8208c1fd2cec
Longpont;LJP;C;49.2726851, 3.2301676;02438;87271775;fe7c3fef-91b1-4d9d-81db-a8c12ae7a1e7
Longpré-les-Corps-Saints;LGP;B;50.01128, 2.00277;80488;87313122;4d7b7b83-5bc8-43cd-ad48-0ee0a039d74b
Longroy - Gamaches;LOG;C;49.9818917, 1.5526598;76394;87313817;07dbb62d-b276-46f7-806d-a62ea709bac7
Longueau;LUA;A;49.86344, 2.35215;80489;87313049;7fbe47fa-824b-4f40-901e-18e22b211479
Longueil-Annel;LPK;C;49.4672441, 2.8634086;60368;87272195;bfe8690f-5f0a-4295-a094-40077d0cb95d
Longueil-Sainte-Marie;LUE;C;49.3425377, 2.7175537;60369;87276303;229d9af6-8165-41a4-9b14-e07ca69b905c
Longuerue - Vieux-Manoir;LWM;C;49.5566781, 1.2762275;76738;87411447;5a088317-8f8f-4a3e-b354-d5a4978ceb2e
Longueville;LON;B;48.513703, 3.249822;77260;87116137;4c96eaa0-f136-4bf3-b78a-aad0b3d1b0b0
Longueville-sur-Scie;LEV;C;49.7917558, 1.1103434;76397;87415141;8a19d13e-ac3e-40a3-9b0d-f8b93a9876c1
Longuyon;LGN;C;49.4442555, 5.604482;54322;87194274;dd85eb59-5a48-474b-b45e-31a8b272e2a0
Longwy;LWY;B;49.5129923, 5.7696358;54323;87194001;ae42029d-fed2-4ea8-afdf-e50547d00dc1
Lons-le-Saunier;LLS;B;46.66858, 5.551108;39300;87718239;fbf520f7-3d4f-4c75-8455-90fef3c04a54
Loos lez Lille;LLZ;C;50.6128165, 3.0170581;59360;87286112;9a2f7ec6-fa7d-4910-bfd7-ca3dfec04c9d
Loos-en-Gohelle;LQG;C;50.4378798, 2.7933955;62498;87345033;84f1bb5c-29f4-42f5-b660-7a064efed015
Loreux;LXU;C;47.3902731, 1.8345356;41118;87576157;2ad4603b-b2ba-40d1-b9a1-5a96e5242754
Lorient Bretagne Sud;LRT;A;47.755597, -3.366221;56121;87476002;77325eb6-4cdf-42ac-9707-c9f7e78fd9b5
Loriol-sur-Drôme;LOL;C;44.7544973, 4.8171679;26166;87761262;10d5676e-0051-4475-9112-f76cdf11230f
Lorraine TGV;TGL;A;48.947773, 6.169838;57422;87142109;407fc09e-45d0-4533-b6cb-7a544dbf1e55
Lothiers;LOT;C;46.6946801, 1.5629763;36219;87597104;b6603e4b-5c6c-4443-82dd-5fce922305b8
Louhans;LHN;C;46.6309, 5.2174853;71263;87713735;20654ab6-3008-4e0b-8491-2023c4161ace
Loulay;LLY;C;46.0435165, -0.5017525;17211;87491290;1dd5120f-0cfc-4e56-8266-95ce4b2a0dfd
Lourches;LOU;C;50.3102834, 3.3434016;59504;87343475;83787836-ec40-4afe-b483-3a4b2898d27b
Lourdes;LDS;A;43.10037, -0.042174;65286;87671339;e66fbab9-cdd1-4b7f-961d-8216ec159f09
Louroux-de-Bouble;LXB;C;46.2241289, 2.9849368;03152;87641050;2f619d16-6bda-430d-8283-9329193a0f93
Louveciennes;LFC;B;48.8610361, 2.1230176;78350;87382457;02cd6887-3c81-4492-b94e-e33909bc573d
Louvres;LOV;B;49.0496573, 2.5018967;95351;87276253;146c8d50-854c-4d28-9e88-fc0d6d6feacb
Louvroil;LWF;C;50.2683469, 3.9535768;59392;87295535;2f3785d3-c0b8-49ab-95a4-152d14e44bab
Lozanne;LOZ;B;45.85414, 4.681501;69121;87721423;28097673-cebb-4276-9b50-c94cfe6e2a90
Luant;LUK;C;46.7357683, 1.5901964;36101;87597096;f640f09a-fc94-48cb-b038-547bedc6dbc0
Luc;LCZ;C;44.654092, 3.8915631;48086;87734368;47b66089-0e14-43ff-a004-5a40f15da012
Luc-en-Diois;LDE;C;44.6136615, 5.4546227;26167;87761874;036fd7e3-236c-4f69-befb-bf7c3f74b812
Luc-la-Primaube;LPA;C;44.2913982, 2.5544751;12133;87615773;d675b035-e523-4001-958c-1939f0f7c0ed
Lucé;LCJ;C;48.4366725, 1.4529681;28218;87394015;6f1e35df-9bde-4aec-b42a-401fad367659
Luçon;LRK;C;46.4638232, -1.1674217;85128;87486258;0d56a5ad-90d2-4e73-8cf4-2a0332f9c21d
Ludon-Médoc;LXN;C;44.9744015, -0.6118009;33256;87581181;9bceae2f-827d-4761-8c1a-e844f923c7e4
Ludres;LUD;C;48.6219545, 6.1709118;54328;87141481;6ffe324e-6aac-46ec-ae65-2cbbafe59590
Lumes;LUQ;C;49.7327973, 4.7833571;08263;87172189;208415eb-23d8-4483-98df-4d133b8ba209
Lunas;LKH;C;43.7095814, 3.1948986;34144;87781575;31fe5c58-b9e6-4458-a0f4-19b6d4901333
Lunel;LUN;B;43.679392, 4.131086;34145;87773408;36807c6c-e6c6-4023-bb65-58127291c5c7
Lunel-Viel;LWQ;C;43.6811729, 4.0937398;34146;87773424;ec769d31-973a-43b7-8e7f-b14bed594116
Lunery;LNY;C;46.9351795, 2.275014;18133;87576280;768ba0be-ff47-45c8-95b8-1ea0fc3145d2
Lunéville;LNE;B;48.588233, 6.49727;54329;87141150;96fce37e-5aef-45a5-9d32-0923ee3ed271
Lurbe-Saint-Christau;CLE;C;43.12099, -0.60408;64360;87672741;df268f6f-c592-4b0f-8faf-bd500781de39
Lure;LUR;B;47.683269, 6.4925787;70310;87185249;2031d890-1f10-4335-863f-cd16fe941381
Lus-la-Croix-Haute;LCX;C;44.6709898, 5.6973678;26168;87747667;ccdd789e-6027-45d0-b8ea-8f9122eb2aae
Lusignan;LUI;C;46.4354949, 0.116555;86139;87485540;c4b495c5-d6ae-428d-89a3-000fea704036
Lussac-les-Châteaux;LLX;C;46.4051106, 0.7186918;86140;87575845;cc9c7bf0-0c6d-41c1-bcac-4761bf33a52d
Luttenbach-près-Munster;LFZ;C;48.0352559, 7.1186307;68193;87182543;2cb91759-8363-42bc-a23f-c2aa42737f29
Lutzelbourg;LZF;C;48.7299065, 7.2516808;57427;87215160;0159825f-fb0c-4bb3-b25e-7240170f05f0
Lutzelhouse;LZH;B;48.51812, 7.29391;67306;87214650;4a018136-c408-4802-aaad-a8bee1fa6230
Luxé;LXC;C;45.8873947, 0.1094107;16196;87583823;525bdc5a-75d5-4cd4-8433-ad7145a66f3c
Luxeuil-les-Bains;LXL;C;47.8148606, 6.3726593;70311;87185595;e789935f-69a0-458f-98e3-aa17467337bf
Luzarches;LUZ;B;49.11719, 2.42074;95352;87276576;fb5db153-1bcd-425a-b7e8-d7cf0eb2bca6
Luzenac - Garanou;LUG;C;42.7642849, 1.7531248;09131;87611558;d41c039c-5a94-4dbc-8337-6ae3eea2e083
Luzy;LUY;C;46.7940793, 3.9693245;58149;87696534;08d0902e-8b61-4400-b77e-0cfd3495b8df
Lycée Henri Sellier;LHS;B;48.91646, 2.51504;93046;87988717;526d3e56-ece2-400f-9a21-eb9ef9bc0772
Lyon Gorge de Loup;LYL;B;45.766078, 4.804631;69389;87721175;2ba548c3-7256-45ab-8e33-32d2f76ae81c
Lyon Jean Macé;LJC;B;45.74495, 4.84139;69387;87282624;be8b0fdc-7290-4218-bfa7-1b65897df59f
Lyon Part Dieu;LYD;A;45.760559, 4.859355;69383;87723197;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4
Lyon Perrache;LPR;A;45.748476, 4.825733;69382;87722025;270e6cc2-d881-4c1c-aa97-1ad95026576a
Lyon Saint-Exupéry TGV;SXA;A;45.721109, 5.074969;69299;87762906;ded1a773-b7d6-4c70-b9e9-f154e65be849
Lyon Saint-Paul;LSP;B;45.76601, 4.827057;69385;87721159;7f9925af-6701-478d-9c8f-79cd7c7785ff
Lyon Vaise;LVI;B;45.779938, 4.80396;69389;87721001;175e61dc-8834-45b8-819a-2d9fb6a02936
Macau;MCA;C;45.0040981, -0.6200068;33262;87581199;2f067f51-2868-4efc-841f-ec127a286373
Machecoul;MCC;B;46.9905038, -1.8227524;44087;87481366;c919398c-2f41-41da-9f5f-8837ef796a3a
Machilly;MCI;C;46.2512825, 6.3282335;74158;87745588;af464e34-4224-4b45-b765-e1b2abc3b703
Mâcon;MAC;B;46.302572, 4.824887;71270;87725689;3578d84b-d47f-454e-b332-18e81e2fb044
Mâcon Loché TGV;MLH;A;46.282884, 4.778876;71270;87725705;a330b4b5-9f5d-4105-9067-15206f609d79
Magalas;MGA;C;43.4675998, 3.2295415;34147;87781666;4081c53d-5699-4bfb-b525-c8ba8c4926ae
Magenta;MAG;B;48.87986, 2.35835;75110;87281873;b1fb9e27-f0db-46bf-a753-dd21a7e306e3
Magland;MGD;C;46.016945, 6.6215075;74159;87746412;c0bdf2ae-1e77-4bae-a14d-7ebf38d00e50
Magnac - Vicq;MGQ;C;45.6288007, 1.4438445;87203;87592279;5b3abab3-9ffd-4e45-8e58-126d7a73f801
Magnette;MGR;C;46.4641418, 2.6028771;03010;87641365;0aeeaaa6-7c6e-461f-b5c8-a59ffc4a5d6f
Magneux - Courlandon;MXN;C;49.3100006, 3.7331444;51337;87400986;5ad150c2-0614-4d0a-9e58-9452a4666170
Magny - Blandainville;MBW;C;48.3342906, 1.2811066;28225;87394429;76d2b531-ac62-4182-9b97-27f3d4cb0669
Maillé;MAX;C;47.0533855, 0.5830236;37142;87575068;3973f2cd-930b-4c27-b785-3da6429289cb
Mailly-la-Ville;MIY;C;47.6041692, 3.6751472;89237;87683847;e64258dd-dfd5-446d-bfbb-623eb5048484
Maintenon;MTN;B;48.5854793, 1.5920651;28227;87394130;559b2473-d169-4a36-b8c5-5e15b80249bb
Maison Blanche;RSN;B;49.2336853, 4.0224927;51454;87171272;ac4b462b-1a2c-4dde-a795-fd3d3e2e28b6
Maisons-Alfort - Alfortville;MFA;B;48.802071, 2.426977;94046;87681155;2066c463-d350-400c-9c4f-feefd157e01d
Maisons-Laffitte;MLF;B;48.9456394, 2.1443153;78358;87386425;06d0f659-c55f-4971-9bf7-f85bc3d30780
Maisse;MSN;B;48.39304, 2.39312;91359;87681486;16db7637-a0ab-4ae9-a509-22f2c14bf703
Maizières-lès-Metz;MMZ;B;49.2155349, 6.1588762;57433;87191106;d374f2e3-4134-43e2-bbfc-4477d644a553
Mâlain;MLI;C;47.3270025, 4.8105362;21373;87713065;dc6e3af0-c124-4dee-8d92-f4f67123c0b7
Malansac;MLO;C;47.6756185, -2.2961796;56123;87476689;cd6d66a6-0179-445c-a619-43269ed59215
Malaunay - Le Houlme;MUA;C;49.5133331, 1.0395776;76366;87411256;e355fdf7-0d99-4f5e-8746-bdd9550f09eb
Malesherbes;MAL;B;48.2934325, 2.4012177;45191;87684415;079b31c1-bab0-47b2-847f-ee3f04d42d54
Malling;MKG;C;49.42152, 6.302207;57437;87191627;864b64df-7161-465b-895d-3758ce440c13
Mamirolle;MIJ;C;47.1998712, 6.1617411;25364;87718510;f94c2ac8-5298-4b27-a36c-8122efda5bf4
Mandelieu-la-Napoule;MPV;B;43.523903, 6.941313;06079;87757591;7e331c1d-bd46-4595-9e4e-c35d13a0d573
Manosque - Gréoux-les-Bains;MNQ;C;43.8231945, 5.7933241;04112;87751321;fc7c61e3-3f5c-47fc-afe0-eeb07a398378
Mantes Station;MTQ;B;48.98366, 1.71581;78361;87381590;ab6545db-fff9-46f8-9265-957d09c7e503
Mantes-la-Jolie;MTE;B;48.98984, 1.70337;78361;87381509;c1ad848f-e403-45b2-bf8d-3948ff48c58a
Marbache;MAH;C;48.8010405, 6.1091755;54351;87141796;0a8af0ae-8cf8-4958-8976-e332d86e6622
Marcelcave;MCV;C;49.8532165, 2.5819031;80507;87313445;5279c34c-b4d3-4019-ad3c-e6841f9ca554
Marcheprime;MCP;B;44.690543, -0.85381;33555;87582445;e639c0ba-3aea-4091-8f0a-92b3adb9680c
Marchezais - Broué;MBR;B;48.7684736, 1.513444;28062;87393470;3bd3baac-cd3a-4aef-8fb6-dd8eb4474ea7
Mareil-Marly;MPJ;"B;C";48.8807466, 2.0790676;78367;"87382812;87733667";8559ee91-96f9-44f5-8f4e-cf76ad7cbf9c
Mareil-sur-Mauldre;MJM;C;48.8936804, 1.8715159;78368;87381715;3d9ee4ee-5d8e-4615-9583-5fe369a19e44
Maresquel-Ecquemicourt;MQU;C;50.4078186, 1.9313418;62552;87317206;3115bb9b-7727-49ce-9dda-228c56133f54
Mareuil-sur-Ourcq;MAQ;C;49.1355418, 3.075653;60380;87116665;f7c4298e-a855-48dc-a17f-930054e11951
Margaux;MGU;C;45.0358307, -0.6854145;33268;87581215;767a7190-fb46-4ca7-899a-c642b3300725
Margival;MIV;C;49.4393862, 3.4027491;02464;87271882;679f08b1-9a17-4dfa-8ae7-7aa220c21039
Marienthal;MTK;C;48.781863, 7.8231894;67180;87213603;7616ada6-1423-4296-8e58-9b34dcca1ca3
Marignier;MRG;B;46.0887815, 6.507826;74164;87746347;b2124080-a2b7-4a6d-9d6b-16a668c1205d
Marigny;MRJ;C;46.1990832, -0.428404;79166;87485334;da4b85ac-0993-4a99-b4d3-d8efde500e6f
Marles-en-Brie;MLB;B;48.733976, 2.868099;77229;87116228;f1317a79-1fe5-423c-8008-0400de110cda
Marlieux - Châtillon;MXC;B;46.0638765, 5.0731097;01235;87723767;f6e1829b-7d36-4c51-ad3c-56abd7d31168
Marly-le-Roi;MLR;B;48.8713084, 2.0965436;78372;87382465;393e6069-b934-44db-b9c8-1a42c992739f
Marmagne;MMH;C;47.1001505, 2.2819971;18138;87576132;5e3b3eb1-b458-4a40-a4e2-89dab99f7eed
Marmagne sous Creusot;MMS;C;46.8334607, 4.3601911;71282;87694182;207443fa-65f1-4046-849b-3a5349f8c19d
Marmande;MMD;B;44.503019, 0.168044;47157;87586545;a9d553c1-b2c2-446e-a1fe-08a1d8538909
Marne-la-Vallée Chessy;MLV;A;48.869856, 2.78272;77111;87111849;ce2b2a5a-aa75-4d42-bf45-4a4ab0a8929d
Maroeuil;MUI;C;50.322603, 2.6983279;62557;87342188;534874d8-d821-428d-aeac-5c68e9063986
Marolles-en-Hurepoix;MSX;B;48.565345, 2.290327;91376;87545186;5b940260-ab85-4ded-a8a9-50f77bf8eb07
Maromme;MRM;C;49.479935, 1.050485;76474;87411249;515faba8-5bca-43b9-86b3-d4e2fb3190a6
Marquillies;MQS;C;50.5477246, 2.8661707;59388;87342469;ca6f68f0-8d16-4fa4-8ef4-a8cf41bcc369
Marquise - Rinxent;MRX;B;50.8056635, 1.72988;62711;87317339;880e51ba-5977-4439-8277-ee03946355d7
Marquixanes;MQG;C;42.6428224, 2.4858388;66103;87784629;c81549e2-6d2a-4c95-a25e-7fa11abd54e5
Marsac;MRR;C;46.0941348, 1.585556;23124;87597625;ad00c3a0-6223-429f-bf7b-95468768fc36
Marsac-sur-L'isle;MRA;C;45.1860541, 0.6626174;24256;87595207;72e78a64-1f5a-4978-ba85-8e532376f3d1
Marseillan Plage;MPP;C;43.3181964, 3.5355281;34150;87781294;634bbd53-0cbc-4aaf-8b1a-e6440a56b01c
Marseille Blancarde;MBC;B;43.29614391, 5.406559;13204;87751081;ea12f311-ff7f-4f9a-a259-32d1b5992ccc
Marseille Saint-Charles;MSC;A;43.302666, 5.380407;13201;87751008;b0ce193b-0926-4b87-8bf9-f37a1332e9a1
Marseille-en-Beauvaisis;MAI;C;49.5709066, 1.9546349;60387;87313726;88e51a59-9746-4537-87c8-c4f52a6c28b4
Marssac-sur-Tarn;MSS;C;43.9151803, 2.026913;81156;87615419;1bafc3f2-472e-4935-9aaa-46dc328f82c8
Martigné-Ferchaud;MAF;C;47.8321302, -1.3137943;35167;87471367;764703ad-3ee7-4f55-8ada-d8e492166440
Martigues;MTG;C;43.3929209, 5.0257804;13056;87753509;a402ace8-44cb-4cdb-b882-52822f822b41
Martres-Tolosane;MXA;C;43.1962069, 1.0167558;31324;87611087;63369d1d-4c3d-4534-a090-05e8e40aef1c
Marvejols;MVJ;C;44.5446819, 3.2810718;48092;87783282;b42f5ece-e7c2-455c-98ff-103cb46d5001
Massérac;MWK;C;47.6745316, -1.9144441;44092;87471227;0b85a332-9d65-4ecb-9358-b5ac9a7e2f6c
Masseret;MST;C;45.536175, 1.5415396;19129;87594820;7c0618d6-efb2-49ad-a469-e8dc2e2c906c
Massiac - Blesle;MIA;C;45.2537695, 3.1965518;15119;87734871;ab592ccb-2dcf-4b0f-80cd-b6f0982eedfe
Massy - Palaiseau;MPU;B;48.7264211, 2.2575281;91377;87393579;1b5976cd-d539-4dd9-9ebf-80735cb42e25
Massy - Verrières;MVW;B;48.7343097, 2.2736721;91377;87383281;ed214af6-cb6d-4e50-ac85-67cad3766710
Massy Europe;MEU;B;48.72342, 2.27194;91377;87725465;4a8d6d15-e687-4e3c-8b0e-81c702adf146
Massy TGV;MPW;A;48.725758, 2.261254;91377;87393702;27b8a18a-4efc-40df-9dd7-028e92f70969
Matzenheim;MHW;C;48.3987556, 7.6196003;67285;87214130;131793ae-ec29-492d-90a6-1962cf3b32a8
Maubeuge;MBG;B;50.27298, 3.96677;59392;87295006;addccf64-4cee-42fb-840e-c2ae1f0f6e94
Maule;MAE;B;48.90917, 1.85708;78380;87381723;d50538c3-b226-4ff9-b2cf-7771db46b6d8
Maurecourt;MRK;B;48.98712, 2.05963;78015;87381483;7237c035-2c64-4036-81bf-193fa4593568
Maurois;MAK;C;50.0674506, 3.4562554;59311;87345546;b28bab76-b15b-4d81-9b59-c0ed49490ed8
Maurs;MRS;C;44.7061543, 2.1995656;15122;87645168;bb216b17-a91d-4c08-95b2-c1211c2c309d
Mauves-sur-Loire;MUE;C;47.2930211, -1.3893042;44094;87481150;ba4888e3-3989-4bb0-90e5-d61af2ace76b
Mauzac-et-Grand-Castang;MZJ;C;44.8558291, 0.7899658;24260;87584466;307d3fa0-56b4-46a9-862f-f3a372bbdab7
Mauzé-sur-le-Mignon;MAZ;B;46.1995881, -0.6737264;79170;87485250;720e47d8-f5af-4bc5-8561-26e4f3deadfc
Mayet;MYT;C;47.7601465, 0.2659384;72191;87396580;6e54678f-0280-432c-a3cd-f1dc43af778c
Mazamet;MZT;C;43.4977847, 2.3747346;81163;87615542;84e8102c-78cb-42cc-b740-dd7d0555b944
Mazingarbe;MJG;C;50.4608957, 2.7005447;62563;87342121;19ace0f7-73e3-4523-9aa6-6140582915fd
Meaux;MEA;B;48.957759, 2.874041;77284;87116103;154162dd-2e0a-42b4-bf3d-93071944f050
Mehun-sur-Yèvre;MHY;C;47.1394406, 2.2071342;18141;87576116;24e490a9-1b0b-454c-815d-9a1f72338591
Melun;MEL;B;48.527662, 2.655404;77288;87682005;102cda3f-7e53-42a2-854d-7541f66410b8
Menars;EIR;C;47.6450036, 1.405617;41134;87574244;44afaa56-f4ff-4e38-a0b5-d7922fcf51a3
Mende;MDE;C;44.522322, 3.5019875;48095;87783605;ce31c272-5630-44a0-b9e2-4b0822c366a6
Ménil Flin;MFN;C;48.5050204, 6.6592265;54199;87141390;70049ac2-7974-448f-832a-6eaf814ad54e
Mennecy;MNY;B;48.5709075, 2.433165;91386;87681411;b5d0e223-ecd9-4bea-a792-56612043b0d5
Mennessis;MKI;C;49.6915989, 3.2711145;02474;87296434;ed114505-3436-45d7-9529-e37faad2e175
Mennetou-sur-Cher;MNN;C;47.2688835, 1.8765238;41135;87576728;4bac9145-e270-4079-a592-ae6c2916c044
Menton;MEN;B;43.774444, 7.4933;06083;87756486;412e30c3-8dbc-4463-adf6-f5b4299910d1
Menton Garavan;MNJ;B;43.785202, 7.517297;06083;87756494;8c4705cf-07e7-4db8-9754-5dc681011a01
Mer;MER;B;47.70586, 1.506373;41136;87574194;07a60d91-42f1-402e-86ec-65f35f0cb94f
Mérens-les-Vals;MLX;C;42.6594883, 1.8371278;09189;87611525;f6a2f274-36c2-4ada-b2eb-d4e64bbde1d0
Mérenvielle;MWE;C;43.6365051, 1.1503303;31339;87611814;fb42bb13-6768-490a-aede-7f0990de5b1c
Méricourt - Ribemont;MTL;C;49.9556384, 2.5726254;80530;87313064;17f63c5f-0b50-4b0f-8e97-c8e8061581cd
Mériel;MVC;B;49.07777, 2.20528;95392;87276675;3d500a4e-8895-482c-b554-5039362edee7
Mérignac Arlac;MRF;C;44.8265601, -0.6261402;33281;87278259;d35619d4-4788-4b84-b808-7cb6891816f6
Méroux;MOX;A;47.58659, 6.89903;90068;87184408;a77ff1a5-b757-43c6-a35b-0ca598681182
Mertzwiller;MZW;B;48.872013, 7.6781895;67291;87213207;62a20ab9-422e-471f-9df5-a27c25384c04
Méru;MRU;B;49.23233, 2.13254;60395;87313668;95122100-7841-4f90-8b69-f60d096a0b0b
Mervans;MRV;C;46.7988928, 5.1794099;71295;87713701;a588cf96-9330-4cb7-9e50-625d2010cdb1
Merxheim;MXH;C;47.9126413, 7.3022795;68203;87182725;192fd82f-8bbf-439b-a86f-278f779dd4f0
Méry-sur-Oise;MWO;B;49.05766, 2.19074;95394;87276667;1c3ecbc5-95f8-4ac4-b35e-0a37b70f532b
Messac - Guipry;MES;B;47.82225, -1.81822;35176;87471185;5c146efe-194c-4919-845b-40118158e6be
Messein;MSJ;C;48.6128788, 6.1378364;54366;87141499;fe236882-de30-4597-9cb0-4ff2984856e3
Mesves - Bulcy;MVU;C;47.2420755, 3.0065175;58164;87696187;8c86ff0a-e121-4db4-b866-9e133ce22380
Mesvres;MWB;C;46.862799, 4.2449659;71297;87694158;ae6a3183-c300-42b8-b256-43324dce23b5
Metz;MZE;A;49.109545, 6.176593;57463;87192039;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622
Metz Nord;MZD;C;49.13673, 6.16791;57463;87192070;97c1f3f5-eb60-4429-bf85-17a639cf91c0
Metzeral;MZL;C;48.0133301, 7.0733383;68204;87182816;aa0999a0-4126-4edc-8501-d5752d4cce26
Meudon;MDN;B;48.8147527, 2.2410999;92048;87393108;97170810-4c3a-40c7-8cc6-582b032b8af7
Meudon Val Fleury;MFY;B;48.8079884, 2.2409045;92048;87393082;b24b827d-3526-4db8-ba24-6634478771a4
Meulan - Hardricourt;MHD;B;49.00564, 1.90213;78299;87381830;3cd82173-835c-40ab-92c7-6bf892299483
Meung-sur-Loire;MGL;B;47.829926, 1.691928;45203;87574137;272a2f39-859c-4637-9701-78e3a6cb1a10
Meurchin;MHN;C;50.4970516, 2.8930903;62573;87345272;b7906edd-493a-4898-9b5f-5612e98073f3
Meursault;MAT;C;46.9690497, 4.7954444;21412;87713560;54a479e6-679e-401e-b68e-926e7f182650
Meuse TGV;TGM;A;48.978549, 5.270954;55254;87147322;a4e5ea53-d8ac-48e3-ac3b-8abae06c4ec6
Meximieux - Pérouges;MEX;B;45.901615, 5.193534;01244;87723585;7abd3d47-e993-4feb-8cfc-3fe7e3a3abbc
Meymac;MYC;C;45.5302313, 2.1640905;19136;87594275;f2c8d474-3724-4255-83a1-e828cb9f4d7c
Meyrargues;MEY;C;43.6440076, 5.5395738;13059;87751370;800b278f-61b5-440e-a582-24dfaaf377f6
Mézériat;MZF;C;46.2350502, 5.046622;01246;87725838;b813ad42-a355-4af8-af13-54d40b559401
Mézidon-Canon;MEZ;B;49.071, -0.07496;14431;87444208;30c29ea8-dd83-4b34-a248-01cbea27ffdd
Mignaloux - Nouaillé;MGX;C;46.5261427, 0.4117391;86157;87575704;01dbc39d-c276-4bdf-9ad5-10b5fc10ab85
Milhaud;MHU;C;43.7884886, 4.3033268;30169;87775098;597a1af3-645f-4816-9530-b851f008eff8
Millas;MYR;C;42.6888961, 2.6937502;66108;87784546;17a161c2-a8d0-4853-810a-40e766bcb5b0
Millau;MAU;C;44.102344, 3.07457;12145;87783001;8a91fc8e-832c-409f-820f-68a22f5f6687
Milly-sur-Thérain;MYH;C;49.5035256, 1.988233;60403;87313700;60c44f41-ad85-443b-aa6a-eaad40d1bb32
Miniac-Morvan;MIN;C;48.5315134, -1.914787;35179;87478131;72b12e5f-6b49-44d3-85ac-7a520a5a2f44
Mionnay;MIO;C;45.8966784, 4.919752;01248;87723726;3a4eb234-e0cd-48ab-851d-f4358c4457c2
Miramas;MAS;B;43.580704, 5.000264;13063;87753004;89daa81f-a596-4c53-bb5d-5623201be6b2
Miraumont;MIK;C;50.0958521, 2.7344755;80549;87342030;fe036d4e-2093-44d9-9ad5-28b340412cdb
Miribel;MIB;B;45.822088, 4.95394;01249;87723528;41d32f8e-e583-48c3-924d-93a26f6abdd1
Mitry - Claye;MYV;B;48.97569, 2.64247;77294;87271528;17e19f72-a1d8-4b3e-b7ff-059ed7448af6
Modane;MOD;B;45.193365, 6.658161;73157;87742007;c4d23b58-4af8-4e23-ae30-5acf23709144
Mohon;MNH;C;49.752584, 4.73313;08105;87172155;3ac2fc0f-0fa3-4410-8ec9-d85e8e1340ab
Moirans;MOA;B;45.322185, 5.581915;38239;87747329;4df64681-0114-41d6-abf9-a0bfc73cba94
Moirans La Galifette;MFE;B;45.324154, 5.56517;38239;87747691;ad902b12-503d-4a94-a19c-b93ff65417d3
Moissac;MOI;B;44.1024178, 1.077345;82112;87611889;54a68b0f-780a-4d5a-960a-007463b13c85
Molsheim;MOL;B;48.53705, 7.50044;67300;87214577;d16e5e6c-264c-4832-b788-5284c31cba6e
Mommenheim;MOH;B;48.7561587, 7.6422273;67301;87212142;4b200ab1-c779-411c-87e4-a7e60ceab30c
Monestier-de-Clermont;MDC;C;44.911996, 5.6339702;38242;87747592;2f3c017d-547b-40f9-b05c-84e74eda1561
Monéteau - Gurgy;MEG;C;47.8507856, 3.5798071;89263;87683557;39946953-d2ee-4a7d-9bd8-50fa2b2a84e7
Monistrol-d'Allier;MNR;C;44.9696648, 3.6500424;43136;87734335;1f2e948c-ed74-484e-bf89-bfb5c3d3f5e8
